video_id,clip_id,text,label,label_T,label_A,label_V,annotation,mode,angry,disgust,fear,happy,sad,surprise,neutral
video_0001,0015,我实话跟你说吧，我们家破产了。,-1.0,-0.6,-0.6,-1.0,Negative,train,0.10309100896120071,0.030026113614439964,0.03575620427727699,0.021742213517427444,0.23707866668701172,0.3477126955986023,0.2245931476354599
video_0001,0016,我爸想自杀骗保，追求莫妮卡是我爸活下去的唯一希望,-1.0,-0.8,-0.8,-1.0,Negative,train,0.24785594642162323,0.023830510675907135,0.2555236518383026,0.07140729576349258,0.08779353648424149,0.25387588143348694,0.05971314758062363
video_0001,0017,到干妈的公司来做CEO啊，对对对，年薪一个亿,1.0,1.0,1.0,1.0,Positive,test,0.15374605357646942,0.10667531192302704,0.046575479209423065,0.09359534829854965,0.029110915958881378,0.5128121376037598,0.05748483166098595
video_0001,0018,哦，对对对，她身份很特别，不想让我张扬出去。,1.0,0.6,0.0,1.0,Positive,train,0.016080277040600777,0.006353296805173159,0.01543140597641468,0.015147943049669266,0.015832560136914253,0.9237004518508911,0.007454080041497946
video_0001,0019,我说就算你给我一个亿我都不乐意，我就想在大渣集团干到断气,-1.0,0.0,-1.0,-1.0,Negative,train,0.12130531668663025,0.41348904371261597,0.08068785071372986,0.008152519352734089,0.05567880719900131,0.27397528290748596,0.046711135655641556
video_0001,0020,我的话不好使吗？,-0.8,-1.0,-1.0,-0.4,Negative,train,0.10458531975746155,0.06430394947528839,0.066965751349926,0.17008231580257416,0.0630003809928894,0.4257098436355591,0.10535241663455963
video_0001,0021,巧了，人事科正好缺了一个副科长。,0.6,0.8,0.6,0.8,Positive,valid,0.0019307523034512997,0.001077186898328364,0.0034148322883993387,0.5837053656578064,0.0007357808062806726,0.4040641784667969,0.005071890540421009
video_0001,0022,副科长还一步登天，我今天要不混上个正科长，我都对不起自己这顿折腾。,-1.0,-1.0,-1.0,-1.0,Negative,valid,0.031257230788469315,0.06448114663362503,0.011119520291686058,0.014265032485127449,0.04138635843992233,0.8093640804290771,0.02812661975622177
video_0001,0023,黄先生我都听说了，我的干儿子沧海被你提升为副科长。,1.0,0.6,0.8,1.0,Positive,valid,0.1324295550584793,0.06353949010372162,0.08926909416913986,0.24400824308395386,0.06804216653108597,0.3245646357536316,0.07814691960811615
video_0001,0024,这样吧，你自己说说，咱们集团什么职位比较轻松啊！,-0.4,0.4,0.2,-0.2,Negative,train,0.019984565675258636,0.012516472488641739,0.011711515486240387,0.11723476648330688,0.017334874719381332,0.7809186577796936,0.040299177169799805
video_0001,0025,我们想找你聊聊。,-0.6,0.0,-0.2,-0.4,Negative,train,0.13875620067119598,0.09773269295692444,0.0937613844871521,0.16066201031208038,0.1276019960641861,0.32292652130126953,0.05855929106473923
video_0001,0026,你觉得他该怎么办啊,-0.6,-0.6,0.0,-0.6,Negative,train,0.1051223874092102,0.08500944823026657,0.1147015169262886,0.10294965654611588,0.136257603764534,0.3836360573768616,0.07232334464788437
video_0001,0027,但是您现在可以卖身救集团，干还是不干是吧？,0.0,-0.8,-0.4,0.0,Neutral,test,0.12627245485782623,0.046360891312360764,0.0743480995297432,0.18577222526073456,0.07256434857845306,0.39751139283180237,0.09717053174972534
video_0001,0028,尊严丢了，整个人就破产了,-0.6,-0.8,-0.6,-0.6,Negative,test,0.052709441632032394,0.43430095911026,0.007425503805279732,0.003666682867333293,0.44683194160461426,0.047940801829099655,0.007124766707420349
video_0001,0029,在他们眼里，莫妮卡根本就不是一个人，而是一堆钞票。,-0.8,-0.8,-0.8,-0.8,Negative,train,0.1702432483434677,0.06116245314478874,0.0775313675403595,0.017929043620824814,0.06503251940011978,0.3797478973865509,0.22835350036621094
video_0001,0030,大渣集团的小职员？,0.2,-0.4,-0.6,1.0,Positive,train,0.1092195138335228,0.18700657784938812,0.056556832045316696,0.034727320075035095,0.20168279111385345,0.3652724623680115,0.04553447663784027
video_0001,0031,不是都快破产了吗,0.6,-0.8,-0.8,1.0,Positive,test,0.18277539312839508,0.11673031002283096,0.06327027827501297,0.05103194713592529,0.2126639038324356,0.3296585977077484,0.04386952891945839
video_0001,0032,咱俩都得烧死,-1.0,-1.0,-0.6,-1.0,Negative,valid,0.3403262495994568,0.14838021993637085,0.049892060458660126,0.029399320483207703,0.3002839982509613,0.10633458942174911,0.02538352645933628
video_0001,0033,我只是希望每个明天你都在。,1.0,0.8,0.4,1.0,Positive,test,0.10879398882389069,0.04296449199318886,0.039655786007642746,0.4139763116836548,0.07405456155538559,0.196233868598938,0.12432106584310532
video_0001,0034,明天我在，后天就不一定了。,-0.8,-0.6,-0.4,-1.0,Negative,train,0.0066009704023599625,0.0048003350384533405,0.007496082689613104,0.005437626037746668,0.006878226064145565,0.9569522738456726,0.01183442771434784
video_0001,0035,我根本就不想嫁给你。,-1.0,-1.0,-1.0,-1.0,Negative,train,0.22326470911502838,0.21913649141788483,0.10433259606361389,0.017685595899820328,0.12627273797988892,0.18952873349189758,0.11977913975715637
video_0002,0001,也不知道是贵球队的哪位领导，在茫茫人海中一眼就叨中了我这只老妖精,0.2,0.6,0.6,0.6,Positive,train,0.00793374516069889,0.03750535845756531,0.003611210035160184,0.0013177738292142749,0.11590077728033066,0.8326786160469055,0.0010525827528908849
video_0002,0002,这菜还没凉，要不吃点？,0.0,0.4,0.0,0.4,Neutral,train,0.12971417605876923,0.05951463058590889,0.04465315118432045,0.19297781586647034,0.05764668434858322,0.3562009036540985,0.15929260849952698
video_0002,0003,你说的那些都是我的业余爱好,0.0,0.4,0.6,-0.6,Neutral,test,0.07962889969348907,0.04492495581507683,0.03964792191982269,0.42020225524902344,0.0574505552649498,0.28058168292045593,0.07756372541189194
video_0002,0004,我认为你没有理由拒绝。,-1.0,-0.2,-0.6,0.4,Negative,test,0.07905912399291992,0.055643558502197266,0.044928018003702164,0.2071612924337387,0.08427165448665619,0.29644298553466797,0.2324933558702469
video_0002,0005,你们就一个球都别想进,0.0,-0.8,-0.6,-0.8,Neutral,train,0.05948881432414055,0.033295888453722,0.022192582488059998,0.020225074142217636,0.02515432983636856,0.6087868213653564,0.23085644841194153
video_0002,0006,咱们球队上上下下都是非常信任你，认为你就是能力不行。,-0.8,-0.6,0.6,-0.2,Negative,valid,0.09815864264965057,0.04534993693232536,0.20239154994487762,0.23538078367710114,0.10586089640855789,0.17800436913967133,0.1348538100719452
video_0002,0007,好聚好散，有时间回来看一看。,-0.2,-0.2,0.6,-0.2,Negative,valid,0.04790019989013672,0.028072139248251915,0.022996267303824425,0.588507890701294,0.022626666352152824,0.2400512844324112,0.04984549060463905
video_0002,0008,必须留下，他要是走了，我也不干了,-1.0,-1.0,-1.0,-1.0,Negative,test,0.020307619124650955,0.008163548074662685,0.013620964251458645,0.015809213742613792,0.01666567660868168,0.06176828220486641,0.8636646270751953
video_0002,0009,你们不要太嚣张了。,-1.0,-1.0,-1.0,-0.6,Negative,valid,0.6608102917671204,0.0398692861199379,0.026899104937911034,0.04601355642080307,0.04716820642352104,0.10836219787597656,0.07087749242782593
video_0002,0010,我没事儿，他们应该也不是故意的。,0.6,0.6,0.2,0.2,Positive,valid,0.01213868334889412,0.008228612132370472,0.00594721082597971,0.22732886672019958,0.009194612503051758,0.2560224235057831,0.4811396300792694
video_0002,0011,别听他颠倒黑白啊，我们就是故意的,-1.0,-0.8,-1.0,-1.0,Negative,train,0.01279910933226347,0.004418502561748028,0.0031881039030849934,0.010683905333280563,0.0066579654812812805,0.9536861777305603,0.00856624823063612
video_0002,0012,你要非要感谢，那你把我签了也行。,0.4,0.6,0.4,-0.6,Positive,train,0.024481013417243958,0.021665865555405617,0.017638923600316048,0.0772160142660141,0.022696271538734436,0.747087299823761,0.08921454101800919
video_0002,0013,知不知道你爷爷其实有一个弟弟。,0.0,0.0,0.0,-0.4,Neutral,train,0.01691114902496338,0.012567728757858276,0.01893390715122223,0.016271712258458138,0.013674653135240078,0.8993926644325256,0.022248193621635437
video_0002,0014,哎，先别太激动。,-0.4,-0.4,-0.6,-0.2,Negative,train,0.18581877648830414,0.033230893313884735,0.09526889026165009,0.0738493874669075,0.04419254511594772,0.42082321643829346,0.14681628346443176
video_0002,0015,王多鱼，我是你二爷。,-0.2,0.0,-0.8,-1.0,Negative,train,0.12778840959072113,0.07267852127552032,0.11376474797725677,0.13659879565238953,0.10052546858787537,0.27383652329444885,0.17480750381946564
video_0002,0016,当我知道你是我唯一继承人的时候，我他妈差不多就直接哏屁了你这个孙子诶,-1.0,-1.0,-1.0,-1.0,Negative,train,0.293813556432724,0.21633918583393097,0.10472492128610611,0.001108152442611754,0.05307099223136902,0.3292052149772644,0.0017380560748279095
video_0002,0017,如果放弃选择的话，那这三百亿怎么处置？,0.0,-0.4,0.0,-0.2,Neutral,test,0.16401109099388123,0.05820173770189285,0.1327139437198639,0.0484258197247982,0.10759977251291275,0.4217267334461212,0.06732089072465897
video_0002,0018,那将会由殷先生和赖先生的基金会打理。,0.0,0.0,0.0,0.0,Neutral,train,0.18655015528202057,0.08314067870378494,0.08760295063257217,0.1406400352716446,0.13589489459991455,0.2974095642566681,0.06876174360513687
video_0002,0019,你那点财务还需要助理,0.2,-0.8,-0.6,1.0,Positive,train,0.1875665932893753,0.13182781636714935,0.0533757247030735,0.12072200328111649,0.15684731304645538,0.2670767605304718,0.08258378505706787
video_0002,0020,你放心，你的猪脑我另作他用。,0.2,-0.4,0.6,0.2,Positive,valid,0.15606798231601715,0.1062655970454216,0.0826295018196106,0.08631543070077896,0.04041450470685959,0.4707871377468109,0.05751987174153328
video_0002,0021,我这是自家小球队，我也没有办法。,-0.8,-0.8,-1.0,-1.0,Negative,train,0.1465594321489334,0.045898113399744034,0.062347348779439926,0.03817297890782356,0.12290389835834503,0.3890562355518341,0.195062056183815
video_0002,0022,但是要全包进来，一天起码也有十几万。,-0.2,-0.2,-0.4,-0.6,Negative,train,0.18876595795154572,0.08963233232498169,0.07224241644144058,0.1153174638748169,0.13973097503185272,0.25933653116226196,0.13497433066368103
video_0002,0023,非常理解您想请朋友们把酒言欢的心情。,-0.6,0.8,-0.2,-1.0,Negative,valid,0.051287975162267685,0.02218787930905819,0.027823643758893013,0.4753517210483551,0.03150022402405739,0.35933592915534973,0.03251263499259949
video_0002,0024,您实在是太精明了，一时间我竟无言以对。,0.6,0.6,1.0,-0.6,Positive,train,0.018765419721603394,0.01175674982368946,0.004426297731697559,0.03433807194232941,0.007082839496433735,0.9054049849510193,0.018225595355033875
video_0002,0025,我看你跟王老板关系那么好，他没赏你个啥挣钱的职位？,-0.2,0.2,0.2,-0.6,Negative,test,0.0262851994484663,0.019672393798828125,0.0562705360352993,0.46458348631858826,0.020999174565076828,0.36009398102760315,0.0520952008664608
video_0002,0026,你说那个，你还是没有一技之长，就是大款身边的狗腿子呗，哈哈哈哈,-0.2,-0.8,0.2,-0.2,Negative,valid,0.048291873186826706,0.011326136998832226,0.007823598571121693,0.484600305557251,0.021898820996284485,0.366111695766449,0.05994760990142822
video_0002,0027,我工作以来从来没有算错过任何一笔账，我不会因为你而破例,0.2,-0.4,-0.2,-0.6,Positive,train,0.019423382356762886,0.0069905235432088375,0.0042765382677316666,0.053560562431812286,0.013193009421229362,0.6122561693191528,0.29029980301856995
video_0002,0028,王多鱼是我哥们，你们总说我是他身边的一条狗,-1.0,-1.0,-1.0,-1.0,Negative,valid,0.11267116665840149,0.04146404191851616,0.05034606158733368,0.25806331634521484,0.048528365790843964,0.2995173931121826,0.18940967321395874
video_0002,0029,不太理想，话题太高端。,-0.6,-0.6,-0.2,0.4,Negative,test,0.037973348051309586,0.24143674969673157,0.017175614833831787,0.009697235189378262,0.2476663738489151,0.42930036783218384,0.016750235110521317
video_0002,0030,王先生，你忘了我刚跟你说半年的事。,-1.0,0.0,-0.6,-1.0,Negative,train,0.15554188191890717,0.058244891464710236,0.038919560611248016,0.051237791776657104,0.08528153598308563,0.5567187070846558,0.05405569076538086
video_0002,0031,我之前在法国专门选修过庭院设计，纯属爱好。,0.8,0.4,0.6,0.8,Positive,train,0.005769534967839718,0.0026207570917904377,0.0023880312219262123,0.4453498423099518,0.0022098461631685495,0.5340077877044678,0.007654195185750723
video_0002,0032,为什么算了，这么好的院子哪能就这么算了。,-1.0,-0.8,-1.0,-1.0,Negative,test,0.02256251499056816,0.018535099923610687,0.00460846396163106,0.019503004848957062,0.01177750714123249,0.9153923392295837,0.007621139287948608
video_0002,0033,那你好好做你的园丁，别再来找我了。,-1.0,-1.0,-0.6,-1.0,Negative,test,0.027907663956284523,0.009909480810165405,0.005993092432618141,0.024115560576319695,0.017215019091963768,0.8785697221755981,0.0362895205616951
video_0002,0034,明天早上我来上班，工具我那儿都齐。,1.0,0.4,0.8,1.0,Positive,valid,0.11989893764257431,0.060102105140686035,0.019588401541113853,0.11494453251361847,0.09267032146453857,0.353901207447052,0.2388945370912552
video_0002,0035,我给你两分钟，你给我好好介绍一下，你怎么得的精神病,-0.8,-0.6,0.2,-0.2,Negative,train,0.18585005402565002,0.0727834701538086,0.03487991914153099,0.035673752427101135,0.30583953857421875,0.3406783640384674,0.024294868111610413
video_0002,0036,王总您放心，我已经在最高点套现了，这次收益起码一个亿。,1.0,0.8,1.0,0.6,Positive,train,0.056984830647706985,0.015297881327569485,0.029303718358278275,0.8000946044921875,0.020786354318261147,0.06155829876661301,0.01597435213625431
video_0002,0037,他可是资本市场良心啊,0.8,1.0,0.8,0.8,Positive,test,0.027240227907896042,0.017315352335572243,0.029223063960671425,0.5057723522186279,0.0158041063696146,0.17696335911750793,0.22768144309520721
video_0002,0038,他变了，他竟然开始嫉妒我的才华。,-1.0,-1.0,-1.0,-1.0,Negative,train,0.7272477149963379,0.016980376094579697,0.0075291856192052364,0.023176005110144615,0.008414745330810547,0.2101477086544037,0.006504310294985771
video_0003,0001,当然，也不能说是百分之百,-0.4,0.0,0.0,0.8,Negative,test,0.14539584517478943,0.08899331837892532,0.045334406197071075,0.12653028964996338,0.1400282084941864,0.32960230112075806,0.12411557883024216
video_0003,0002,你看都这个样了，那什么时候才能见好啊！,-1.0,-1.0,-1.0,-1.0,Negative,train,0.07332007586956024,0.029298532754182816,0.013760296627879143,0.012891404330730438,0.026654627174139023,0.8376819491386414,0.006393119692802429
video_0003,0003,有你这样教育孩子的吗？,-1.0,-1.0,-1.0,-0.8,Negative,train,0.022185593843460083,0.016132043674588203,0.012898184359073639,0.02348492480814457,0.023383837193250656,0.8898085951805115,0.012106778100132942
video_0003,0004,我真不想看电影了。,-1.0,-0.6,-0.8,-1.0,Negative,train,0.10803081840276718,0.23732370138168335,0.03807435929775238,0.036202337592840195,0.35655394196510315,0.14101198315620422,0.08280283212661743
video_0003,0005,我什么都可以不要，我不去欧洲了，我不要LV了，我也不换车了。,-1.0,-0.6,-1.0,-1.0,Negative,valid,0.09062004834413528,0.0278336014598608,0.010986660607159138,0.017501750960946083,0.04039010405540466,0.06331133842468262,0.7493565082550049
video_0003,0006,这事结婚前咱俩不是说好了？,-1.0,-0.8,-0.8,-0.8,Negative,test,0.13416247069835663,0.05729086324572563,0.05540665611624718,0.14220714569091797,0.12264042347669601,0.4061746299266815,0.08211781829595566
video_0004,0001,不耽误不耽误，这是应该的，您捐钱给我们建新校舍。,0.6,0.8,0.8,1.0,Positive,train,0.028387147933244705,0.008448993787169456,0.008189134299755096,0.24333100020885468,0.01037636213004589,0.38679394125938416,0.314473420381546
video_0004,0002,这车窗是你砸的吧？,-0.8,-0.8,-1.0,-1.0,Negative,train,0.05115046352148056,0.014276253990828991,0.019964387640357018,0.0075767808593809605,0.021200081333518028,0.8795310854911804,0.0063008819706737995
video_0004,0003,那就抱歉了，我也不知道你女儿在哪,-0.4,-0.8,-1.0,0.6,Negative,test,0.023117581382393837,0.008100287057459354,0.012439207173883915,0.004540561698377132,0.20300157368183136,0.7309848070144653,0.017815982922911644
video_0005,0001,这不有病吗这,-1.0,-1.0,-1.0,-1.0,Negative,train,0.04712510108947754,0.14821326732635498,0.014371796511113644,0.007300428580492735,0.11183512210845947,0.6618069410324097,0.009347365237772465
video_0005,0002,不是，我是真觉得咱们应该讨论讨论,0.0,-0.2,0.0,0.6,Neutral,test,0.16490091383457184,0.10408364981412888,0.09328889846801758,0.11737602204084396,0.12986057996749878,0.28202587366104126,0.1084640622138977
video_0005,0003,您怎么会觉得他没错,-1.0,-1.0,-1.0,0.0,Negative,valid,0.11168815195560455,0.03619956225156784,0.04639730602502823,0.2724885642528534,0.07937270402908325,0.3000931441783905,0.15376053750514984
video_0005,0004,我们是倍儿严肃认真的认为他有罪,-0.2,-0.8,-0.2,-0.8,Negative,train,0.06697787344455719,0.018884319812059402,0.8343867659568787,0.006364535074681044,0.01808950863778591,0.04213334992527962,0.013163589872419834
video_0005,0005,如果没有不同意的，我们现在就开始啊,0.0,0.6,0.0,0.0,Neutral,valid,0.07898609340190887,0.029860232025384903,0.043695274740457535,0.12472847104072571,0.05618539825081825,0.40981635451316833,0.2567281424999237
video_0005,0006,这一般人家的孩子是真干不出来。,-1.0,-0.6,-1.0,-1.0,Negative,train,0.005875626113265753,0.02894221618771553,0.0025431248359382153,0.0022566705010831356,0.03023613803088665,0.9152883291244507,0.014857850037515163
video_0005,0007,心情不好能作为自己不在场的证明吗,-1.0,-0.4,-1.0,0.6,Negative,train,0.05550864711403847,0.0336507223546505,0.020253200083971024,0.021932046860456467,0.6283295750617981,0.18933165073394775,0.05099416896700859
video_0005,0008,这就是我赞赏你态度的原因。,0.6,0.8,0.6,0.4,Positive,valid,0.022478483617305756,0.02116650715470314,0.00946381688117981,0.32245099544525146,0.022932125255465508,0.5476309061050415,0.053877219557762146
video_0005,0009,这典型一好孩子这是。,0.6,1.0,0.2,-0.4,Positive,train,0.0012532627442851663,0.0013297678669914603,0.001215553842484951,0.9846818447113037,0.0011983009753748775,0.006919080391526222,0.003402070375159383
video_0005,0010,有你什么事啊？,-1.0,-0.8,-1.0,-1.0,Negative,test,0.031041668727993965,0.028633849695324898,0.022120455279946327,0.015754450112581253,0.044508080929517746,0.8440794944763184,0.013862041756510735
video_0005,0011,活了74岁了。,-1.0,0.0,-1.0,-1.0,Negative,valid,0.14447851479053497,0.166726216673851,0.10838518291711807,0.08884096890687943,0.17205317318439484,0.19393451511859894,0.12558141350746155
video_0005,0012,他一穿着破衣服的老头。,-1.0,-0.8,-1.0,-1.0,Negative,test,0.07801566272974014,0.0674353837966919,0.04977516457438469,0.020493222400546074,0.30223166942596436,0.3583574593067169,0.12369145452976227
video_0005,0013,人跟你不一样，人家有的是钱,-1.0,-0.2,-0.6,-1.0,Negative,valid,0.05782284215092659,0.04314519837498665,0.016915859654545784,0.05480314791202545,0.0505729578435421,0.656427800655365,0.12031219154596329
video_0005,0014,哎，这个大哥肯定是一清二楚,1.0,0.6,0.6,1.0,Positive,valid,0.13875053822994232,0.051201172173023224,0.04330052435398102,0.13117559254169464,0.04613529518246651,0.23608015477657318,0.3533567190170288
video_0005,0015,所有的证据证人全是对的,-0.2,0.6,-0.6,-1.0,Negative,train,0.1282924860715866,0.0694495141506195,0.05456194281578064,0.2365155965089798,0.09594233334064484,0.19195523858070374,0.2232828140258789
video_0005,0016,用脑子想想就应该发现这里边有问题。,-0.8,-0.6,-0.2,-0.2,Negative,valid,0.008931824937462807,0.007271869573742151,0.0037651320453733206,0.004846333060413599,0.016645345836877823,0.9530409574508667,0.0054985536262393
video_0005,0017,我不关心怎么了,-1.0,-1.0,-1.0,-0.8,Negative,train,0.006777315400540829,0.02163786068558693,0.007596732582896948,0.07473557442426682,0.014602784998714924,0.018096469342708588,0.856553316116333
video_0006,0001,嗨，大家就叫我小王吧,1.0,0.2,1.0,1.0,Positive,valid,0.03717958182096481,0.013200350105762482,0.01555126067250967,0.7281786203384399,0.020649554207921028,0.09004480391740799,0.09519587457180023
video_0006,0002,就在这咸鱼翻身的日子里边,1.0,0.6,1.0,1.0,Positive,valid,0.16704782843589783,0.042554885149002075,0.02279939502477646,0.4489661157131195,0.060152579098939896,0.22761274874210358,0.030866539105772972
video_0006,0003,在这没人惯着你们。,-1.0,-1.0,-1.0,-1.0,Negative,valid,0.10237668454647064,0.1303122490644455,0.015164784155786037,0.008228245191276073,0.031251803040504456,0.4726065695285797,0.24005961418151855
video_0006,0004,"现在是关键时刻，大家要团结嘛,啊！",0.0,1.0,-0.2,-1.0,Neutral,test,0.1322634220123291,0.06722276657819748,0.050813861191272736,0.24039344489574432,0.12724535167217255,0.24197465181350708,0.14008642733097076
video_0006,0005,能力强，责任就大,1.0,0.6,0.4,1.0,Positive,valid,0.09249153733253479,0.0856703668832779,0.039873477071523666,0.1087878867983818,0.11472030729055405,0.44978994131088257,0.10866646468639374
video_0006,0006,一个人走，我实在是不放心,-1.0,-1.0,-0.4,0.0,Negative,train,0.034811098128557205,0.060947973281145096,0.45126959681510925,0.0020518091041594744,0.027747677639126778,0.41897186636924744,0.004199911840260029
video_0006,0007,你不尝试怎么知道是真的？,-0.2,-0.6,-1.0,-1.0,Negative,train,0.0694487988948822,0.0396508052945137,0.05036289617419243,0.07950504124164581,0.06350566446781158,0.6185107827186584,0.07901603728532791
video_0006,0008,我在你这儿不就一直就是个笑话吗,-1.0,-1.0,-0.2,-1.0,Negative,valid,0.006314982660114765,0.01963065378367901,0.0020698485895991325,0.3180690109729767,0.003890478750690818,0.5840855240821838,0.06593949347734451
video_0006,0009,以后有哥的肉吃，绝对有你的汤喝,1.0,1.0,1.0,-1.0,Positive,train,0.1053013876080513,0.07055031508207321,0.037043165415525436,0.19565942883491516,0.09572698175907135,0.25554007291793823,0.24017861485481262
video_0006,0010,你哪来那么多鱼呀,1.0,0.4,1.0,1.0,Positive,train,0.025808699429035187,0.01753249391913414,0.009266667068004608,0.01805785298347473,0.013432526960968971,0.8981552720069885,0.017746422439813614
video_0006,0011,我们发现了一个好地方，那叫要什么有什么。,1.0,0.8,0.6,1.0,Positive,train,0.010339085943996906,0.008422520011663437,0.006996964570134878,0.02265470288693905,0.00752212293446064,0.9211390614509583,0.022925525903701782
video_0006,0012,现在想过来了啊，是不太晚了。,-0.6,-0.8,-1.0,-1.0,Negative,train,0.09756464511156082,0.042789142578840256,0.05955401062965393,0.0631423145532608,0.06776891648769379,0.5955955386161804,0.0735853835940361
video_0006,0013,大家觉得我这地方怎么样啊？有点意思吗？,0.2,0.6,0.8,0.0,Positive,test,0.02175864204764366,0.00961525272578001,0.009560140781104565,0.043427564203739166,0.008409131318330765,0.8993035554885864,0.007925666868686676
video_0006,0014,这又向前跨了一大步。,1.0,1.0,1.0,0.6,Positive,train,0.008899758569896221,0.003605598583817482,0.0012739822268486023,0.007259670179337263,0.003317886032164097,0.9704321026802063,0.005211013834923506
video_0006,0015,这什么乱七八糟，你弄一个扑克牌在这糊弄鬼呢你？,-1.0,-1.0,-1.0,-1.0,Negative,test,0.010871010832488537,0.006455558817833662,0.0028727399185299873,0.00716410530731082,0.0029620458371937275,0.9673386812210083,0.0023358198814094067
video_0006,0016,你给三十我们都不会,-1.0,-0.4,-1.0,-1.0,Negative,test,0.07750315964221954,0.09566792100667953,0.025865698233246803,0.028121808543801308,0.07158331573009491,0.42956116795539856,0.27169689536094666
video_0006,0017,燕雀安知鸿鹄之志哉,1.0,0.8,0.2,1.0,Positive,valid,0.021186988800764084,0.015421407297253609,0.010755385272204876,0.791252851486206,0.01602017879486084,0.11358818411827087,0.03177497535943985
video_0006,0018,你，你这不是放高利贷吗,-1.0,-1.0,-1.0,-1.0,Negative,train,0.10121534019708633,0.054328255355358124,0.04501591622829437,0.09109294414520264,0.08533937484025955,0.5734180212020874,0.04959014058113098
video_0006,0019,就不讲理了呗,-1.0,-1.0,-0.6,-1.0,Negative,valid,0.04067368060350418,0.15446260571479797,0.010420368053019047,0.011926512233912945,0.036494966596364975,0.7145815491676331,0.03144027665257454
video_0006,0020,哎，讲什么理吧，规矩是我定的。,-0.6,-0.2,-1.0,-1.0,Negative,train,0.04975999891757965,0.022983720526099205,0.018323922529816628,0.05013558268547058,0.03733861818909645,0.6133241057395935,0.20813407003879547
video_0006,0021,我不一直是你的二货小跟班嘛？,-1.0,-1.0,-1.0,-0.6,Negative,train,0.1047915369272232,0.045558515936136246,0.06128760054707527,0.1884162575006485,0.07547193765640259,0.2615923285484314,0.2628818154335022
video_0006,0022,你为什么这么对我,-1.0,-1.0,-1.0,-1.0,Negative,train,0.1335008442401886,0.07284381240606308,0.038227200508117676,0.0644364282488823,0.0951506718993187,0.5538005828857422,0.04204044118523598
